30291.86236486774,8446.942799824297,15331.784088612842,-24053.82450067743,-37734.4800429941,-12009.00020881629,-56760.35508170902,78695.01390147534,-74168.2825292669,-15017.74213305079
2237.597456095823,-22113.770583927813,-22750.322314885172,19501.319071790524,-57875.20732386315,19352.53925238679,-30622.71329018298,60172.243987648995,-65788.7616551285,-29611.181475482063
73476.90666916619,21869.854772075476,8801.714970490728,58474.56227076376,-9118.272638042405,-68737.52346375994,-33168.670028231085,83970.22167958276,-36429.57547234129,-29787.36580648441
36779.10848441846,15838.48005783045,-7620.822770251415,-5077.766634573076,-57440.663458149735,15742.736267526425,-21120.93138414079,92454.74646662782,-58693.66633708597,-69326.75765133621
60645.813048745375,-60582.368679340536,-13594.236408913503,12676.639371686186,-42016.67121167638,-258.0876955377142,-82504.25513438921,24185.156745788565,-77124.43424900598,-75266.41495167046
-3718.1984695578167,37959.055537559536,-11649.666615426258,-58090.27856616995,7389.407007884058,-21756.529313359064,2885.8541930325105,-15677.702748764576,-79422.94632300736,-76622.35257006195
-35905.287842856334,-14508.611320546193,-37404.36088807666,4191.332442790064,-63150.14798191634,-7811.5370628441615,-22665.48578514085,-9095.67802698549,-111102.8386879137,15049.929999495176
26714.468579035154,-42253.03582340092,-68895.26005044163,33551.07648904174,-16851.19314046516,-15641.771066801673,-59310.70067377605,48483.3408551292,-40021.75290664727,42863.85864913571
23298.703816710426,37074.948391085316,-52087.265440992844,-47063.487533834326,-52728.41485984667,-31706.28921690837,-2392.21831013632,15067.555528689056,-98418.17524893195,-25407.165110203947
43382.32210663816,32772.2072694301,-45056.59644999539,-34328.573107985925,-65443.15613692744,4550.912757389324,32732.894714640293,-18514.031670753287,-49068.75031791619,7622.806985157551
-16696.986296765703,-41225.20045583202,-57967.30484535762,864.4810150673303,-69379.20032914156,8015.618193538371,-47084.49140839105,-33350.42581895913,-69484.75449439586,-94725.11983413923
3932.4068351634915,3135.016037560535,-72980.22287425498,32447.929813385785,-60157.89026993876,-61055.394089040885,3396.1003176604845,74406.3108350827,-75921.93242753472,-49666.348790270815
34072.59308879931,55918.25685843862,-44674.08944521284,12047.871039620393,-18339.730983229,-23598.840887750575,-25968.2083153033,55343.189053114795,32210.666647849554,-31229.496627755947
18649.28733517516,21777.28855840382,-75532.50544196599,9383.339967971397,3096.60679413195,-4765.699178175336,-8131.662115017144,-7499.1326086858735,-70274.09747606252,-10716.500865615544
23756.3806939024,-62809.637993262644,4456.29552132212,1946.0122376427248,-103863.80021054058,-2038.7699417405768,10794.032648598726,54554.397275255455,-77818.05552596106,-5953.045426317713
7275.273184233049,-14675.07356107408,-42817.22892996888,23371.553149994954,-6796.671702082054,-5415.327049343224,10217.605792495724,26731.87184590526,31347.650115772216,-40271.87544520794
11082.72998316417,-48392.1777970441,-12982.775577027644,11868.394504734646,-5290.56398268431,57387.22915879547,-44997.83958290688,43775.043579429745,-32458.312868582285,-25699.203524263026
24026.06464773397,-23944.383399416307,-64362.659110954555,-29064.33859287596,30096.464581764314,5125.547474321045,6263.78075590468,55924.89032992158,-66847.1383789741,-89065.5147999539
17284.915779186635,20349.470600310116,-11045.347081058906,2901.398365391532,-37130.31777289137,-18027.83621380996,-76667.53681097977,42663.84383973751,-65616.32377765107,-8072.3108958832045
-12931.57657946431,9035.46579262799,-15764.178884170593,53675.74812049322,45332.09682130523,-43046.69769151498,-28641.19482308476,7331.083363838541,-80485.27067783652,-35371.04961663565
-651.2886038620364,10813.441524320397,-50491.62732787728,40908.178465330784,-43428.84680687354,-53452.89209990577,-41164.035973941194,24154.30046916613,-54312.93359686909,-13510.866758001543
55155.16943464513,44637.07615723161,-39533.83202394295,10730.485245355565,-3396.549679611221,-47468.962346413,5814.632556061179,30081.653390675514,-19370.01705660129,-29839.27680790326
16456.506487677172,-50612.64000732875,-72980.01405725145,13287.289209136907,-28842.808239106114,-82447.01550142595,-43344.70193588243,46521.51628226547,-64831.30535325432,-29265.483953381066
41418.714222491966,8195.212803063007,-41584.04254228987,33962.75033214321,406.86442785835925,-40306.18940232023,-30016.563349669323,24414.990938895582,16718.62690986602,-26655.259424401207
-18208.787585654598,-56219.308168334865,-50625.822001099026,41772.26828397065,25031.917238829534,-44649.85697822544,-49432.872397254876,44919.9852551202,-67582.7750938797,-35931.94976516294
51129.44556691556,-39006.855597953036,-29849.314405857327,3283.702346751914,16773.881711881582,-5735.963990230394,-848.176976315802,17383.069331593426,-43092.31865766072,-41530.03688798283
48478.68084085381,-32438.86633300998,-72254.04727216234,-7104.437780973088,-48651.17007307036,-20691.75254590746,-27234.065439294103,28517.819693294932,-52545.61598072984,-36675.13210953996
27563.315572722047,13237.190886616592,-51894.569142086875,32772.13775724819,-25764.577241921183,-20719.917811195708,-14033.38584593496,19911.323652731196,-23827.038427539126,-48379.92250298709
69380.37972233683,60566.843616514474,-70025.27653747548,10103.790278169066,-61024.38583002795,-40129.08027205121,-94466.44867578345,117538.5983691638,-68535.07798191447,-29137.515894710337
49288.943460302384,8424.08509261431,-63486.220603077236,-52512.24699814051,-745.8587964566667,-27335.018615652956,-70899.47971757878,-23485.407179889185,-35105.8676660185,-75468.79268464727
42445.71585400678,79125.0693930382,-25289.759172383376,18046.372001283984,-58132.55150201013,26395.666061144155,-31407.585691704164,33527.01859246057,-66104.58918463277,-70280.48015268776
63672.34280125203,-18688.284285925933,-32578.794301542854,-19917.999524231996,-23361.83115804468,-21392.031261591936,-48547.36912084673,21435.07745139565,-54993.41531633686,19358.80493299679
10426.716173493855,-11472.801420616683,-55431.32021501904,15792.176566652512,-49695.08100274837,47426.52585831787,-8367.854351882901,20405.652591335205,-54807.59449817889,15742.580631147495
-7506.012006600529,43581.19269395495,35480.5126276078,-38931.053086106615,10410.53020523985,-42626.95767345294,-56128.403926948566,120352.8594857013,-76359.75521512314,-6732.766728204907
34142.28374836816,18471.231458789694,-75708.69554840581,-88322.15945112056,-40541.47576393405,-2907.6943368417137,-73525.01257311732,1790.4403681682347,-73734.83928507706,-27967.51907402036
86760.38160591942,38815.55516022572,-53610.72554795611,16832.30218686899,-18805.05452525241,-33682.58523335349,-18550.41280836551,40641.762066982934,-41287.374104977076,-65364.12293843379
52661.003603009754,-30486.457205376362,-63827.396299785905,-32631.2668513343,42629.090672471095,-12898.068784692901,-58916.6613606083,31121.51617206586,-58524.018423867456,-9896.3748141817
